co_categoria_subcategoria,co_agrupamento,co_categoria_pai,no_categoria_subcategoria,st_cruz,st_asterisco,co_categ_subcateg_sp,st_registro_ativo,dt_inclusao,dt_atualizacao
W67.3,243,W67,Afogamento e submersao em piscina - area para a pratica de esportes e atletismo,-,-,W673,S,-,-
W67.4,243,W67,Afogamento e submersao em piscina - rua e estrada,-,-,W674,S,-,-
W67.5,243,W67,Afogamento e submersao em piscina - areas de comercio e de servicos,-,-,W675,S,-,-
W67.6,243,W67,Afogamento e submersao em piscina - areas industriais e em construcao,-,-,W676,S,-,-
W67.7,243,W67,Afogamento e submersao em piscina - fazenda,-,-,W677,S,-,-
W67.8,243,W67,Afogamento e submersao em piscina - outros locais especificados,-,-,W678,S,-,-
W67.9,243,W67,Afogamento e submersao em piscina - local nao especificado,-,-,W679,S,-,-
W68,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina,-,-,W68,S,-,-
W68.0,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - residencia,-,-,W680,S,-,-
W68.1,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - habitacao coletiva,-,-,W681,S,-,-
W68.2,243,W68,"Afogamento e submersao consequente a queda dentro de uma piscina - escolas, outras instituicoes e areas de administracao publica",-,-,W682,S,-,-
W68.3,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - area para a pratica de esportes e atletismo,-,-,W683,S,-,-
W68.4,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - rua e estrada,-,-,W684,S,-,-
W68.5,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - areas de comercio e de servicos,-,-,W685,S,-,-
W68.6,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - areas industriais e em construcao,-,-,W686,S,-,-
W68.7,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - fazenda,-,-,W687,S,-,-
W68.8,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - outros locais especificados,-,-,W688,S,-,-
W68.9,243,W68,Afogamento e submersao consequente a queda dentro de uma piscina - local nao especificado,-,-,W689,S,-,-
W69,243,W69,Afogamento e submersao em aguas naturais,-,-,W69,S,-,-
W69.0,243,W69,Afogamento e submersao em aguas naturais - residencia,-,-,W690,S,-,-
W69.1,243,W69,Afogamento e submersao em aguas naturais - habitacao coletiva,-,-,W691,S,-,-
W69.2,243,W69,"Afogamento e submersao em aguas naturais - escolas, outras instituicoes e areas de administracao publica",-,-,W692,S,-,-
W69.3,243,W69,Afogamento e submersao em aguas naturais - area para a pratica de esportes e atletismo,-,-,W693,S,-,-
W69.4,243,W69,Afogamento e submersao em aguas naturais - rua e estrada,-,-,W694,S,-,-
W69.5,243,W69,Afogamento e submersao em aguas naturais - areas de comercio e de servicos,-,-,W695,S,-,-
W69.6,243,W69,Afogamento e submersao em aguas naturais - areas industriais e em construcao,-,-,W696,S,-,-
W69.7,243,W69,Afogamento e submersao em aguas naturais - fazenda,-,-,W697,S,-,-
W69.8,243,W69,Afogamento e submersao em aguas naturais - outros locais especificados,-,-,W698,S,-,-
W69.9,243,W69,Afogamento e submersao em aguas naturais - local nao especificado,-,-,W699,S,-,-
W70,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais,-,-,W70,S,-,-
W70.0,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - residencia,-,-,W700,S,-,-
W70.1,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - habitacao coletiva,-,-,W701,S,-,-
W70.2,243,W70,"Afogamento e submersao consequentes a queda dentro de aguas naturais - escolas, outras instituicoes e areas de administracao publica",-,-,W702,S,-,-
W70.3,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - area para a pratica de esportes e atletismo,-,-,W703,S,-,-
W70.4,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - rua e estrada,-,-,W704,S,-,-
W70.5,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - areas de comercio e de servicos,-,-,W705,S,-,-
W70.6,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - areas industriais e em construcao,-,-,W706,S,-,-
W70.7,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - fazenda,-,-,W707,S,-,-
W70.8,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - outros locais especificados,-,-,W708,S,-,-
W70.9,243,W70,Afogamento e submersao consequentes a queda dentro de aguas naturais - local nao especificado,-,-,W709,S,-,-
W73,243,W73,Outros afogamentos e submersao especificados,-,-,W73,S,-,-
W73.0,243,W73,Outros afogamentos e submersao especificados - residencia,-,-,W730,S,-,-
W73.1,243,W73,Outros afogamentos e submersao especificados - habitacao coletiva,-,-,W731,S,-,-
W73.2,243,W73,"Outros afogamentos e submersao especificados - escolas, outras instituicoes e areas de administracao publica",-,-,W732,S,-,-
W73.3,243,W73,Outros afogamentos e submersao especificados - area para a pratica de esportes e atletismo,-,-,W733,S,-,-
W73.4,243,W73,Outros afogamentos e submersao especificados - rua e estrada,-,-,W734,S,-,-
W73.5,243,W73,Outros afogamentos e submersao especificados - areas de comercio e de servicos,-,-,W735,S,-,-
W73.6,243,W73,Outros afogamentos e submersao especificados - areas industriais e em construcao,-,-,W736,S,-,-
W73.7,243,W73,Outros afogamentos e submersao especificados - fazenda,-,-,W737,S,-,-
W73.8,243,W73,Outros afogamentos e submersao especificados - outros locais especificados,-,-,W738,S,-,-
W73.9,243,W73,Outros afogamentos e submersao especificados - local nao especificado,-,-,W739,S,-,-
W74,243,W74,Afogamento e submersao nao especificados,-,-,W74,S,-,-
W74.0,243,W74,Afogamento e submersao nao especificados - residencia,-,-,W740,S,-,-
W74.1,243,W74,Afogamento e submersao nao especificados - habitacao coletiva,-,-,W741,S,-,-
W74.2,243,W74,"Afogamento e submersao nao especificados - escolas, outras instituicoes e areas de administracao publica",-,-,W742,S,-,-
W74.3,243,W74,Afogamento e submersao nao especificados - area para a pratica de esportes e atletismo,-,-,W743,S,-,-
W74.4,243,W74,Afogamento e submersao nao especificados - rua e estrada,-,-,W744,S,-,-
W74.5,243,W74,Afogamento e submersao nao especificados - areas de comercio e de servicos,-,-,W745,S,-,-
W74.6,243,W74,Afogamento e submersao nao especificados - areas industriais e em construcao,-,-,W746,S,-,-
W74.7,243,W74,Afogamento e submersao nao especificados - fazenda,-,-,W747,S,-,-
W74.8,243,W74,Afogamento e submersao nao especificados - outros locais especificados,-,-,W748,S,-,-
W74.9,243,W74,Afogamento e submersao nao especificados - local nao especificado,-,-,W749,S,-,-
W75,244,W75,Sufocacao e estrangulamento acidental na cama,-,-,W75,S,-,-
W75.0,244,W75,Sufocacao e estrangulamento acidental na cama - residencia,-,-,W750,S,-,-
W75.1,244,W75,Sufocacao e estrangulamento acidental na cama - habitacao coletiva,-,-,W751,S,-,-
W75.2,244,W75,"Sufocacao e estrangulamento acidental na cama - escolas, outras instituicoes e areas de administracao publica",-,-,W752,S,-,-
W75.3,244,W75,Sufocacao e estrangulamento acidental na cama - area para a pratica de esportes e atletismo,-,-,W753,S,-,-
W75.4,244,W75,Sufocacao e estrangulamento acidental na cama - rua e estrada,-,-,W754,S,-,-
W75.5,244,W75,Sufocacao e estrangulamento acidental na cama - areas de comercio e de servicos,-,-,W755,S,-,-
W75.6,244,W75,Sufocacao e estrangulamento acidental na cama - areas industriais e em construcao,-,-,W756,S,-,-
W75.7,244,W75,Sufocacao e estrangulamento acidental na cama - fazenda,-,-,W757,S,-,-
W75.8,244,W75,Sufocacao e estrangulamento acidental na cama - outros locais especificados,-,-,W758,S,-,-
W75.9,244,W75,Sufocacao e estrangulamento acidental na cama - local nao especificado,-,-,W759,S,-,-
W76,244,W76,Outro enforcamento e estrangulamento acidental,-,-,W76,S,-,-
W76.0,244,W76,Outro enforcamento e estrangulamento acidental - residencia,-,-,W760,S,-,-
W76.1,244,W76,Outro enforcamento e estrangulamento acidental - habitacao coletiva,-,-,W761,S,-,-
W76.2,244,W76,"Outro enforcamento e estrangulamento acidental - escolas, outras instituicoes e areas de administracao publica",-,-,W762,S,-,-
W76.3,244,W76,Outro enforcamento e estrangulamento acidental - area para a pratica de esportes e atletismo,-,-,W763,S,-,-
W76.4,244,W76,Outro enforcamento e estrangulamento acidental - rua e estrada,-,-,W764,S,-,-
W76.5,244,W76,Outro enforcamento e estrangulamento acidental - areas de comercio e de servicos,-,-,W765,S,-,-
W76.6,244,W76,Outro enforcamento e estrangulamento acidental - areas industriais e em construcao,-,-,W766,S,-,-
W76.7,244,W76,Outro enforcamento e estrangulamento acidental - fazenda,-,-,W767,S,-,-
W76.8,244,W76,Outro enforcamento e estrangulamento acidental - outros locais especificados,-,-,W768,S,-,-
W76.9,244,W76,Outro enforcamento e estrangulamento acidental - local nao especificado,-,-,W769,S,-,-
W77,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias",-,-,W77,S,-,-
W77.0,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - residencia",-,-,W770,S,-,-
W77.1,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - habitacao coletiva",-,-,W771,S,-,-
W77.2,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - escolas, outras instituicoes e areas de administracao publica",-,-,W772,S,-,-
W77.3,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - area para a pratica de esportes e atletismo",-,-,W773,S,-,-
W77.4,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - rua e estrada",-,-,W774,S,-,-
W77.5,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - areas de comercio e de servicos",-,-,W775,S,-,-
W77.6,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - areas industriais e em construcao",-,-,W776,S,-,-
W77.7,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - fazenda",-,-,W777,S,-,-
W77.8,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - outros locais especificados",-,-,W778,S,-,-
W77.9,244,W77,"Risco a respiracao devido a desmoronamento, queda de terra e de outras substancias - local nao especificado",-,-,W779,S,-,-
W78,244,W78,Inalacao do conteudo gastrico,-,-,W78,S,-,-
W78.0,244,W78,Inalacao do conteudo gastrico - residencia,-,-,W780,S,-,-
W78.1,244,W78,Inalacao do conteudo gastrico - habitacao coletiva,-,-,W781,S,-,-
W78.2,244,W78,"Inalacao do conteudo gastrico - escolas, outras instituicoes e areas de administracao publica",-,-,W782,S,-,-
W78.3,244,W78,Inalacao do conteudo gastrico - area para a pratica de esportes e atletismo,-,-,W783,S,-,-
W78.4,244,W78,Inalacao do conteudo gastrico - rua e estrada,-,-,W784,S,-,-
W78.5,244,W78,Inalacao do conteudo gastrico - areas de comercio e de servicos,-,-,W785,S,-,-
W78.6,244,W78,Inalacao do conteudo gastrico - areas industriais e em construcao,-,-,W786,S,-,-
W78.7,244,W78,Inalacao do conteudo gastrico - fazenda,-,-,W787,S,-,-
W78.8,244,W78,Inalacao do conteudo gastrico - outros locais especificados,-,-,W788,S,-,-
W78.9,244,W78,Inalacao do conteudo gastrico - local nao especificado,-,-,W789,S,-,-
W79,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio,-,-,W79,S,-,-
W79.0,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - residencia,-,-,W790,S,-,-
W79.1,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - habitacao coletiva,-,-,W791,S,-,-
W79.2,244,W79,"Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - escolas, outras instituicoes e areas de administracao publica",-,-,W792,S,-,-
W79.3,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - area para a pratica de esportes e atletismo,-,-,W793,S,-,-
W79.4,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - rua e estrada,-,-,W794,S,-,-
W79.5,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - areas de comercio e de servicos,-,-,W795,S,-,-
W79.6,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - areas industriais e em construcao,-,-,W796,S,-,-
W79.7,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - fazenda,-,-,W797,S,-,-
W79.8,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - outros locais especificados,-,-,W798,S,-,-
W79.9,244,W79,Inalacao e ingestao de alimentos causando obstrucao do trato respiratorio - local nao especificado,-,-,W799,S,-,-
W80,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio,-,-,W80,S,-,-
W80.0,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - residencia,-,-,W800,S,-,-
W80.1,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - habitacao coletiva,-,-,W801,S,-,-
W80.2,244,W80,"Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - escolas, outras instituicoes e areas de administracao publica",-,-,W802,S,-,-
W80.3,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - area para a pratica de esportes e atletismo,-,-,W803,S,-,-
W80.4,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - rua e estrada,-,-,W804,S,-,-
W80.5,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - areas de comercio e de servicos,-,-,W805,S,-,-
W80.6,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - areas industriais e em construcao,-,-,W806,S,-,-
W80.7,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - fazenda,-,-,W807,S,-,-
W80.8,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - outros locais especificados,-,-,W808,S,-,-
W80.9,244,W80,Inalacao e ingestao de outros objetos causando obstrucao do trato respiratorio - local nao especificado,-,-,W809,S,-,-
W81,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio,-,-,W81,S,-,-
W81.0,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - residencia,-,-,W810,S,-,-
W81.1,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - habitacao coletiva,-,-,W811,S,-,-
W81.2,244,W81,"Confinado ou aprisionado em um ambiente pobre em oxigenio - escolas, outras instituicoes e areas de administracao publica",-,-,W812,S,-,-
W81.3,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - area para a pratica de esportes e atletismo,-,-,W813,S,-,-
W81.4,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - rua e estrada,-,-,W814,S,-,-
W81.5,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - areas de comercio e de servicos,-,-,W815,S,-,-
W81.6,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - areas industriais e em construcao,-,-,W816,S,-,-
W81.7,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - fazenda,-,-,W817,S,-,-
W81.8,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - outros locais especificados,-,-,W818,S,-,-
W81.9,244,W81,Confinado ou aprisionado em um ambiente pobre em oxigenio - local nao especificado,-,-,W819,S,-,-
W83,244,W83,Outros riscos especificados a respiracao,-,-,W83,S,-,-
W83.0,244,W83,Outros riscos especificados a respiracao - residencia,-,-,W830,S,-,-
W83.1,244,W83,Outros riscos especificados a respiracao - habitacao coletiva,-,-,W831,S,-,-
W83.2,244,W83,"Outros riscos especificados a respiracao - escolas, outras instituicoes e areas de administracao publica",-,-,W832,S,-,-
W83.3,244,W83,Outros riscos especificados a respiracao - area para a pratica de esportes e atletismo,-,-,W833,S,-,-
W83.4,244,W83,Outros riscos especificados a respiracao - rua e estrada,-,-,W834,S,-,-
W83.5,244,W83,Outros riscos especificados a respiracao - areas de comercio e de servicos,-,-,W835,S,-,-
W83.6,244,W83,Outros riscos especificados a respiracao - areas industriais e em construcao,-,-,W836,S,-,-
W83.7,244,W83,Outros riscos especificados a respiracao - fazenda,-,-,W837,S,-,-
W83.8,244,W83,Outros riscos especificados a respiracao - outros locais especificados,-,-,W838,S,-,-
W83.9,244,W83,Outros riscos especificados a respiracao - local nao especificado,-,-,W839,S,-,-
W84,244,W84,Riscos nao especificados a respiracao,-,-,W84,S,-,-
W84.0,244,W84,Riscos nao especificados a respiracao - residencia,-,-,W840,S,-,-
W84.1,244,W84,Riscos nao especificados a respiracao - habitacao coletiva,-,-,W841,S,-,-
W84.2,244,W84,"Riscos nao especificados a respiracao - escolas, outras instituicoes e areas de administracao publica",-,-,W842,S,-,-
W84.3,244,W84,Riscos nao especificados a respiracao - area para a pratica de esportes e atletismo,-,-,W843,S,-,-
W84.4,244,W84,Riscos nao especificados a respiracao - rua e estrada,-,-,W844,S,-,-
W84.5,244,W84,Riscos nao especificados a respiracao - areas de comercio e de servicos,-,-,W845,S,-,-
W84.6,244,W84,Riscos nao especificados a respiracao - areas industriais e em construcao,-,-,W846,S,-,-
W84.7,244,W84,Riscos nao especificados a respiracao - fazenda,-,-,W847,S,-,-
